Class ID,Preferred_Label
HP:0000222,Gingival_hyperkeratosis
HP:0000223,Abnormality_of_taste_sensation
HP:0000224,Hypogeusia
HP:0000225,Gingival_bleeding
HP:0000226,HP_0000226
HP:0000227,Tongue_telangiectasia
HP:0000228,Oral_cavity_telangiectasia
HP:0000229,HP_0000229
HP:0000230,Gingivitis
HP:0000231,HP_0000231
HP:0000232,Everted_lower_lip_vermilion
HP:0000233,Thin_vermilion_border
HP:0000234,Abnormality_of_the_head
HP:0000235,Abnormality_of_the_fontanelles_or_cranial_sutures
HP:0000236,Abnormality_of_the_anterior_fontanelle
HP:0000237,Small_anterior_fontanelle
HP:0000238,Hydrocephalus
HP:0000239,Large_fontanelles
HP:0000240,Abnormality_of_skull_size
HP:0000241,HP_0000241
HP:0000242,Parietal_bossing
HP:0000243,Trigonocephaly
HP:0000244,Brachyturricephaly
HP:0000245,Abnormal_paranasal_sinus_morphology
HP:0000246,Sinusitis
HP:0000247,HP_0000247
HP:0000248,Brachycephaly
HP:0000249,HP_0000249
HP:0000250,Dense_calvaria
HP:0000251,HP_0000251
HP:0000252,Microcephaly
HP:0000253,Progressive_microcephaly
HP:0000254,HP_0000254
HP:0000255,Acute_sinusitis
HP:0000256,Macrocephaly
HP:0000257,HP_0000257
HP:0000258,HP_0000258
HP:0000259,HP_0000259
HP:0000260,Wide_anterior_fontanel
HP:0000261,HP_0000261
HP:0000262,Turricephaly
HP:0000263,Oxycephaly
HP:0000264,Abnormal_mastoid_morphology
HP:0000265,Mastoiditis
HP:0000266,HP_0000266
HP:0000267,Cranial_asymmetry
HP:0000268,Dolichocephaly
HP:0000269,Prominent_occiput
HP:0000270,Delayed_cranial_suture_closure
HP:0000271,Abnormality_of_the_face
HP:0000272,Malar_flattening
HP:0000273,Facial_grimacing
HP:0000274,Small_face
HP:0000275,Narrow_face
HP:0000276,Long_face
HP:0000277,Abnormal_mandible_morphology
HP:0000278,Retrognathia
HP:0000279,HP_0000279
HP:0000280,Coarse_facial_features
HP:0000281,HP_0000281
HP:0000282,Facial_edema
HP:0000283,Broad_face
HP:0000284,obsolete_Abnormality_of_the_ocular_region
HP:0000285,HP_0000285
HP:0000286,Epicanthus
HP:0000287,Increased_facial_adipose_tissue
HP:0000288,Abnormality_of_the_philtrum
HP:0000289,Broad_philtrum
HP:0000290,Abnormality_of_the_forehead
HP:0000291,Abnormality_of_facial_adipose_tissue
HP:0000292,Loss_of_facial_adipose_tissue
HP:0000293,Full_cheeks
HP:0000294,Low_anterior_hairline
HP:0000295,Doll_like_facies
HP:0000296,HP_0000296
HP:0000297,Facial_hypotonia
HP:0000298,Mask_like_facies
HP:0000299,HP_0000299
HP:0000300,Oval_face
HP:0000301,Abnormality_of_facial_musculature
HP:0000302,HP_0000302
HP:0000303,Mandibular_prognathia
HP:0000304,HP_0000304
HP:0000305,HP_0000305
HP:0000306,Abnormality_of_the_chin
HP:0000307,Pointed_chin
HP:0000308,Microretrognathia
HP:0000309,Abnormal_midface_morphology
HP:0000310,HP_0000310
HP:0000311,Round_face
HP:0000312,HP_0000312
HP:0000313,HP_0000313
HP:0000314,HP_0000314
HP:0000315,Abnormality_of_the_orbital_region
HP:0000316,Hypertelorism
HP:0000317,Facial_myokymia
HP:0000318,HP_0000318
HP:0000319,Smooth_philtrum
HP:0000320,Bird_like_facies
HP:0000321,Square_face
HP:0000322,Short_philtrum
HP:0000323,HP_0000323
HP:0000324,Facial_asymmetry
HP:0000325,Triangular_face
HP:0000326,Abnormal_maxilla_morphology
HP:0000327,Hypoplasia_of_the_maxilla
HP:0000328,HP_0000328
HP:0000329,Facial_hemangioma
HP:0000330,HP_0000330
HP:0000331,Short_chin
HP:0000332,HP_0000332
HP:0000333,HP_0000333
HP:0000334,HP_0000334
HP:0000335,HP_0000335
HP:0000336,Prominent_supraorbital_ridges
HP:0000337,Broad_forehead
HP:0000338,Hypomimic_face
HP:0000339,Pugilistic_facies
HP:0000340,Sloping_forehead
HP:0000341,Narrow_forehead
HP:0000342,HP_0000342
HP:0000343,Long_philtrum
HP:0000344,HP_0000344
HP:0000345,HP_0000345
HP:0000346,Whistling_appearance
HP:0000347,Micrognathia
HP:0000348,High_forehead
HP:0000349,Widow_s_peak
HP:0000350,Small_forehead
HP:0000351,HP_0000351
HP:0000352,HP_0000352
HP:0000353,HP_0000353
HP:0000354,HP_0000354
HP:0000355,HP_0000355
HP:0000356,Abnormality_of_the_outer_ear
HP:0000357,Abnormal_location_of_ears
HP:0000358,Posteriorly_rotated_ears
HP:0000359,Abnormality_of_the_inner_ear
HP:0000360,Tinnitus
HP:0000361,obsolete_Pulsatile_tinnitus__tympanic_paraganglioma_
HP:0000362,Otosclerosis
HP:0000363,Abnormal_earlobe_morphology
HP:0000364,Hearing_abnormality
HP:0000365,Hearing_impairment
HP:0000366,Abnormality_of_the_nose
HP:0000367,HP_0000367
HP:0000368,Low_set_posteriorly_rotated_ears
HP:0000369,Low_set_ears
HP:0000370,Abnormality_of_the_middle_ear
HP:0000371,Acute_otitis_media
HP:0000372,Abnormality_of_the_auditory_canal
HP:0000373,HP_0000373
HP:0000374,HP_0000374
HP:0000375,Abnormal_cochlea_morphology
HP:0000376,Incomplete_partition_of_the_cochlea_type_II
HP:0000377,Abnormal_pinna_morphology
HP:0000378,Cupped_ear
HP:0000379,HP_0000379
HP:0000380,HP_0000380
HP:0000381,Stapes_ankylosis
HP:0000382,HP_0000382
HP:0000383,Abnormal_periauricular_region_morphology
HP:0000384,Preauricular_skin_tag
HP:0000385,Small_earlobe
HP:0000386,HP_0000386
HP:0000387,Absent_earlobe
HP:0000388,Otitis_media
HP:0000389,Chronic_otitis_media
HP:0000390,HP_0000390
HP:0000391,Thickened_helices
HP:0000392,HP_0000392
HP:0000393,HP_0000393
HP:0000394,Lop_ear
HP:0000395,Prominent_antihelix
HP:0000396,Overfolded_helix
HP:0000397,HP_0000397
HP:0000398,HP_0000398
HP:0000399,Prelingual_sensorineural_hearing_impairment
HP:0000400,Macrotia
HP:0000401,HP_0000401
HP:0000402,Stenosis_of_the_external_auditory_canal
HP:0000403,Recurrent_otitis_media
HP:0000404,HP_0000404
HP:0000405,Conductive_hearing_impairment
HP:0000406,HP_0000406
HP:0000407,Sensorineural_hearing_impairment
HP:0000408,Progressive_sensorineural_hearing_impairment
HP:0000409,HP_0000409
HP:0000410,Mixed_hearing_impairment
HP:0000411,Protruding_ear
HP:0000412,HP_0000412
HP:0000413,Atresia_of_the_external_auditory_canal
HP:0000414,Bulbous_nose
HP:0000415,Abnormality_of_the_choanae
HP:0000416,HP_0000416
HP:0000417,Slender_nose
HP:0000418,Narrow_nasal_ridge
HP:0000419,Abnormal_nasal_septum_morphology
HP:0000420,Short_nasal_septum
HP:0000421,Epistaxis
HP:0000422,Abnormal_nasal_bridge_morphology
HP:0000423,HP_0000423
HP:0000424,HP_0000424
HP:0000425,HP_0000425
HP:0000426,Prominent_nasal_bridge
HP:0000427,HP_0000427
HP:0000428,HP_0000428
HP:0000429,Abnormal_morphology_of_the_nasal_alae
HP:0000430,Underdeveloped_nasal_alae
HP:0000431,Wide_nasal_bridge
HP:0000432,HP_0000432
HP:0000433,Abnormal_nasal_mucosa_morphology
HP:0000434,Nasal_mucosa_telangiectasia
HP:0000435,HP_0000435
HP:0000436,Abnormal_nasal_tip_morphology
HP:0000437,Depressed_nasal_tip
HP:0000438,HP_0000438
HP:0000439,HP_0000439
HP:0000440,HP_0000440
HP:0000441,HP_0000441
HP:0000442,HP_0000442
HP:0000443,HP_0000443
HP:0000444,Convex_nasal_ridge
HP:0000445,Wide_nose
HP:0000446,Narrow_nasal_bridge
HP:0000447,Pear_shaped_nose
HP:0000448,Prominent_nose
HP:0000449,HP_0000449
HP:0000450,HP_0000450
HP:0000451,Triangular_nasal_tip
HP:0000452,Choanal_stenosis
HP:0000453,Choanal_atresia
HP:0000454,Flared_nostrils
HP:0000455,Broad_nasal_tip
HP:0000456,Bifid_nasal_tip
HP:0000457,Depressed_nasal_ridge
HP:0000458,Anosmia
HP:0000459,HP_0000459
HP:0000460,Narrow_nose
HP:0000461,HP_0000461
HP:0000462,HP_0000462
HP:0000463,Anteverted_nares
HP:0000464,Abnormality_of_the_neck
HP:0000465,Webbed_neck
HP:0000466,Limited_neck_range_of_motion
HP:0000467,Neck_muscle_weakness
HP:0000468,Increased_adipose_tissue_around_the_neck
HP:0000469,HP_0000469
HP:0000470,Short_neck
HP:0000471,Gastrointestinal_angiodysplasia
HP:0000472,Long_neck
HP:0000473,Torticollis
HP:0000474,Thickened_nuchal_skin_fold
HP:0000475,Broad_neck
HP:0000476,Cystic_hygroma
HP:0000477,HP_0000477
HP:0000478,Abnormality_of_the_eye
HP:0000479,Abnormal_retinal_morphology
HP:0000480,Retinal_coloboma
HP:0000481,Abnormal_cornea_morphology
HP:0000482,Microcornea
HP:0000483,Astigmatism
HP:0000484,Hyperopic_astigmatism
HP:0000485,Megalocornea
HP:0000486,Strabismus
HP:0000487,obsolete_Congenital_strabismus
HP:0000488,Retinopathy
HP:0000489,obsolete_Abnormality_of_globe_location_or_size
HP:0000490,Deeply_set_eye
HP:0000491,Keratitis
HP:0000492,Abnormal_eyelid_morphology
HP:0000493,Abnormal_foveal_morphology
HP:0000494,Downslanted_palpebral_fissures
HP:0000495,Recurrent_corneal_erosions
HP:0000496,Abnormality_of_eye_movement
HP:0000497,Globe_retraction_and_deviation_on_abduction
HP:0000498,Blepharitis
HP:0000499,Abnormal_eyelash_morphology
HP:0000500,HP_0000500
HP:0000501,Glaucoma
HP:0000502,Abnormal_conjunctiva_morphology
HP:0000503,Tortuosity_of_conjunctival_vessels
HP:0000504,Abnormality_of_vision
HP:0000505,Visual_impairment
HP:0000506,Telecanthus
HP:0000507,HP_0000507
HP:0000508,Ptosis
HP:0000509,Conjunctivitis
HP:0000510,Rod_cone_dystrophy
HP:0000511,Vertical_supranuclear_gaze_palsy
HP:0000512,Abnormal_electroretinogram
HP:0000513,HP_0000513
HP:0000514,Slow_saccadic_eye_movements
HP:0000515,HP_0000515
HP:0000516,HP_0000516
HP:0000517,Abnormal_lens_morphology
HP:0000518,Cataract
HP:0000519,Developmental_cataract
HP:0000520,Proptosis
HP:0000521,HP_0000521
HP:0000522,Alacrima
HP:0000523,Subcapsular_cataract
HP:0000524,Conjunctival_telangiectasia
HP:0000525,Abnormality_iris_morphology
HP:0000526,Aniridia
HP:0000527,Long_eyelashes
HP:0000528,Anophthalmia
HP:0000529,Progressive_visual_loss
HP:0000530,HP_0000530
HP:0000531,Corneal_crystals
HP:0000532,Abnormal_chorioretinal_morphology
HP:0000533,Chorioretinal_atrophy
HP:0000534,Abnormal_eyebrow_morphology
HP:0000535,obsolete_Sparse_and_thin_eyebrow
HP:0000536,HP_0000536
HP:0000537,Epicanthus_inversus
HP:0000538,Pseudopapilledema
HP:0000539,Abnormality_of_refraction
HP:0000540,Hypermetropia
HP:0000541,Retinal_detachment
HP:0000542,Impaired_ocular_adduction
HP:0000543,Optic_disc_pallor
HP:0000544,External_ophthalmoplegia
HP:0000545,Myopia
HP:0000546,Retinal_degeneration
HP:0000547,obsolete_Tapetoretinal_degeneration
HP:0000548,Cone_cone_rod_dystrophy
HP:0000549,Abnormal_conjugate_eye_movement
HP:0000550,Undetectable_electroretinogram
HP:0000551,Color_vision_defect
HP:0000552,Tritanomaly
HP:0000553,Abnormal_uvea_morphology
HP:0000554,Uveitis
HP:0000555,Leukocoria
HP:0000556,Retinal_dystrophy
HP:0000557,Buphthalmos
HP:0000558,Rieger_anomaly
HP:0000559,Corneal_scarring
HP:0000560,HP_0000560
HP:0000561,Absent_eyelashes
HP:0000562,HP_0000562
HP:0000563,Keratoconus
HP:0000564,Lacrimal_duct_atresia
HP:0000565,Esotropia
HP:0000566,HP_0000566
HP:0000567,Chorioretinal_coloboma
HP:0000568,Microphthalmia
HP:0000569,HP_0000569
HP:0000570,Abnormal_saccadic_eye_movements
HP:0000571,Hypometric_saccades
HP:0000572,Visual_loss
HP:0000573,Retinal_hemorrhage
HP:0000574,Thick_eyebrow
HP:0000575,Scotoma
HP:0000576,Centrocecal_scotoma
HP:0000577,Exotropia
HP:0000578,HP_0000578
HP:0000579,Nasolacrimal_duct_obstruction
HP:0000580,Pigmentary_retinopathy
HP:0000581,Blepharophimosis
HP:0000582,Upslanted_palpebral_fissure
HP:0000583,HP_0000583
HP:0000584,Punctate_corneal_epithelial_erosions
HP:0000585,Band_keratopathy
HP:0000586,Shallow_orbits
HP:0000587,Abnormal_optic_nerve_morphology
HP:0000588,Optic_disc_coloboma
HP:0000589,Coloboma
HP:0000590,Progressive_external_ophthalmoplegia
HP:0000591,Abnormal_sclera_morphology
HP:0000592,Blue_sclerae
HP:0000593,Abnormal_anterior_chamber_morphology
HP:0000594,Shallow_anterior_chamber
HP:0000595,HP_0000595
HP:0000596,HP_0000596
HP:0000597,Ophthalmoparesis
HP:0000598,Abnormality_of_the_ear
HP:0000599,Abnormality_of_the_frontal_hairline
HP:0000600,Abnormality_of_the_pharynx
HP:0000601,Hypotelorism
HP:0000602,Ophthalmoplegia
HP:0000603,Central_scotoma
HP:0000604,HP_0000604
HP:0000605,Supranuclear_gaze_palsy
HP:0000606,Abnormality_of_the_periorbital_region
HP:0000607,Periorbital_wrinkles
HP:0000608,Macular_degeneration
HP:0000609,Optic_nerve_hypoplasia
HP:0000610,Abnormal_choroid_morphology
HP:0000611,obsolete_Choroid_coloboma
HP:0000612,Iris_coloboma
HP:0000613,Photophobia
HP:0000614,Abnormal_nasolacrimal_system_morphology
HP:0000615,Abnormal_pupil_morphology
HP:0000616,Miosis
HP:0000617,Abnormality_of_ocular_smooth_pursuit
HP:0000618,Blindness
HP:0000619,Impaired_convergence
HP:0000620,Dacryocystitis
HP:0000621,Entropion
HP:0000622,Blurred_vision
HP:0000623,Supranuclear_ophthalmoplegia
HP:0000624,HP_0000624
HP:0000625,Eyelid_coloboma
HP:0000626,HP_0000626
HP:0000627,Posterior_embryotoxon
HP:0000628,HP_0000628
HP:0000629,Periorbital_fullness
HP:0000630,Abnormal_retinal_artery_morphology
HP:0000631,Retinal_arterial_tortuosity
HP:0000632,Lacrimation_abnormality
HP:0000633,Decreased_lacrimation
HP:0000634,Impaired_ocular_abduction
HP:0000635,Blue_irides
HP:0000636,Upper_eyelid_coloboma
HP:0000637,Long_palpebral_fissure
HP:0000638,HP_0000638
HP:0000639,Nystagmus
HP:0000640,Gaze_evoked_nystagmus
HP:0000641,Dysmetric_saccades
HP:0000642,Red_green_dyschromatopsia
HP:0000643,Blepharospasm
HP:0000644,HP_0000644
HP:0000645,HP_0000645
HP:0000646,Amblyopia
HP:0000647,Sclerocornea
HP:0000648,Optic_atrophy
HP:0000649,Abnormality_of_visual_evoked_potentials
HP:0000650,Abnormal_amplitude_of_pattern_reversal_visual_evoked_potentials
HP:0000651,Diplopia
HP:0000652,Lower_eyelid_coloboma
HP:0000653,Sparse_eyelashes
HP:0000654,Decreased_light__and_dark_adapted_electroretinogram_amplitude
HP:0000655,obsolete_Vitreoretinal_degeneration
HP:0000656,Ectropion
HP:0000657,Oculomotor_apraxia
HP:0000658,Eyelid_apraxia
HP:0000659,Peters_anomaly
HP:0000660,Lipemia_retinalis
HP:0000661,Palpebral_fissure_narrowing_on_adduction
HP:0000662,Nyctalopia
HP:0000663,HP_0000663
HP:0000664,Synophrys
HP:0000665,HP_0000665
HP:0000666,Horizontal_nystagmus
HP:0000667,Phthisis_bulbi
HP:0000668,Hypodontia
HP:0000669,HP_0000669
HP:0000670,Carious_teeth
HP:0000671,HP_0000671
HP:0000672,HP_0000672
HP:0000673,HP_0000673
HP:0000674,Anodontia
HP:0000675,Macrodontia_of_permanent_maxillary_central_incisor
HP:0000676,Abnormality_of_the_incisor
HP:0000677,Oligodontia
HP:0000678,Dental_crowding
HP:0000679,Taurodontia
HP:0000680,Delayed_eruption_of_primary_teeth
HP:0000681,HP_0000681
HP:0000682,Abnormal_dental_enamel_morphology
HP:0000683,Grayish_enamel
HP:0000684,Delayed_eruption_of_teeth
HP:0000685,Hypoplasia_of_teeth
HP:0000686,HP_0000686
HP:0000687,Widely_spaced_teeth
HP:0000688,HP_0000688
HP:0000689,Dental_malocclusion
HP:0000690,Agenesis_of_maxillary_lateral_incisor
HP:0000691,Microdontia
HP:0000692,Tooth_malposition
HP:0000693,HP_0000693
HP:0000694,Odontodysplasia
HP:0000695,Natal_tooth
HP:0000696,Delayed_eruption_of_permanent_teeth
HP:0000697,HP_0000697
HP:0000698,Conical_tooth
HP:0000699,Diastema
HP:0000700,Periapical_bone_loss
HP:0000701,HP_0000701
HP:0000702,HP_0000702
HP:0000703,Dentinogenesis_imperfecta
HP:0000704,Periodontitis
HP:0000705,Amelogenesis_imperfecta
HP:0000706,Eruption_failure
HP:0000707,Abnormality_of_the_nervous_system
HP:0000708,Atypical_behavior
HP:0000709,Psychosis
HP:0000710,Hyperorality
HP:0000711,Restlessness
HP:0000712,Emotional_lability
HP:0000713,Agitation
HP:0000714,HP_0000714
HP:0000715,HP_0000715
HP:0000716,Depression
HP:0000717,Autism
HP:0000718,Aggressive_behavior
HP:0000719,Inappropriate_behavior
HP:0000720,obsolete_Mood_swings
HP:0000721,Lack_of_spontaneous_play
HP:0000722,Compulsive_behaviors
HP:0000723,Restrictive_behavior
HP:0000724,HP_0000724
HP:0000725,Psychotic_episodes
HP:0000726,Dementia
HP:0000727,Frontal_lobe_dementia
HP:0000728,Impaired_ability_to_form_peer_relationships
HP:0000729,Autistic_behavior
HP:0000730,HP_0000730
HP:0000731,HP_0000731
HP:0000732,Inflexible_adherence_to_routines_or_rituals
HP:0000733,Abnormal_repetitive_mannerisms
HP:0000734,Disinhibition
HP:0000735,Impaired_social_interactions
HP:0000736,Short_attention_span
HP:0000737,Irritability
HP:0000738,Hallucinations
HP:0000739,Anxiety
HP:0000740,Episodic_paroxysmal_anxiety
HP:0000741,Apathy
HP:0000742,Self_mutilation
HP:0000743,Frontal_release_signs
HP:0000744,Low_frustration_tolerance
HP:0000745,Diminished_motivation
HP:0000746,Delusions
HP:0000747,HP_0000747
HP:0000748,Inappropriate_laughter
HP:0000749,Paroxysmal_bursts_of_laughter
HP:0000750,Delayed_speech_and_language_development
HP:0000751,Personality_changes
HP:0000752,Hyperactivity
HP:0000753,Autism_with_high_cognitive_abilities
HP:0000754,HP_0000754
HP:0000755,HP_0000755
HP:0000756,Agoraphobia
HP:0000757,Lack_of_insight
HP:0000758,Abnormal_nonverbal_communicative_behavior
HP:0000759,Abnormal_peripheral_nervous_system_morphology
HP:0000760,HP_0000760
HP:0000761,HP_0000761
HP:0000762,Decreased_nerve_conduction_velocity
HP:0000763,Sensory_neuropathy
HP:0000764,Peripheral_axonal_degeneration
HP:0000765,Abnormal_thorax_morphology
HP:0000766,Abnormal_sternum_morphology
HP:0000767,Pectus_excavatum
HP:0000768,Pectus_carinatum
HP:0000769,Abnormality_of_the_breast
HP:0000770,HP_0000770
HP:0000771,Gynecomastia
HP:0000772,Abnormal_rib_morphology
HP:0000773,Short_ribs
HP:0000774,Narrow_chest
HP:0000775,Abnormality_of_the_diaphragm
HP:0000776,Congenital_diaphragmatic_hernia
HP:0000777,Abnormality_of_the_thymus
HP:0000778,Hypoplasia_of_the_thymus
HP:0000779,HP_0000779
HP:0000780,HP_0000780
HP:0000781,HP_0000781
HP:0000782,Abnormal_scapula_morphology
HP:0000783,HP_0000783
HP:0000784,HP_0000784
HP:0000785,HP_0000785
HP:0000786,Primary_amenorrhea
HP:0000787,Nephrolithiasis
HP:0000788,HP_0000788
HP:0000789,Infertility
HP:0000790,Hematuria
HP:0000791,Uric_acid_nephrolithiasis
HP:0000792,HP_0000792
HP:0000793,Membranoproliferative_glomerulonephritis
